Altitude, Acc_X, Acc_Y, Acc_Z
0.27,0.02,-0.02,0.03
0.27,0.02,-0.02,0.03
0.27,0.01,-0.02,0.04
0.27,0.01,-0.02,0.03
0.27,0.02,-0.02,0.03
0.27,0.02,-0.01,0.03
0.28,0.02,-0.02,0.03
0.28,0.01,-0.02,0.04
0.27,0.02,-0.01,0.03
0.27,0.02,-0.02,0.03
0.27,0.01,-0.02,0.04
0.31,0.01,-0.02,0.03
0.31,0.01,-0.02,0.03
0.31,0.02,-0.02,0.03
0.31,0.01,-0.02,0.04
0.31,0.02,-0.02,0.03
0.31,0.02,-0.02,0.03
0.3,0.02,-0.02,0.03
0.3,0.02,-0.01,0.04
0.3,0.02,-0.02,0.03
0.3,0.02,-0.02,0.04
0.28,0.02,-0.02,0.04
0.28,0.02,-0.02,0.03
0.28,0.01,-0.02,0.03
0.28,0.01,-0.02,0.03
0.28,0.02,-0.02,0.03
0.3,0.02,-0.02,0.03
0.3,0.01,-0.02,0.03
0.3,0.01,-0.02,0.03
0.3,0.02,-0.02,0.04
0.33,0.02,-0.02,0.04
0.33,0.02,-0.03,0.04
0.34,0.02,-0.02,0.02
0.34,0.02,-0.02,0.03
0.33,0.01,-0.03,0.03
0.33,0.02,-0.01,0.03
0.33,0.02,-0.02,0.03
0.33,0.02,-0.02,0.04
0.33,0.02,-0.02,0.03
0.31,0.01,-0.02,0.03
0.31,0.02,-0.02,0.03
0.31,0.02,-0.02,0.03
0.31,0.02,-0.02,0.03
0.31,0.01,-0.03,0.03
0.31,0.01,-0.02,0.04
0.31,0.01,-0.02,0.03
0.31,0.01,-0.02,0.03
0.31,0.02,-0.02,0.03
0.31,0.02,-0.02,0.03
0.3,0.01,-0.02,0.03
0.3,0.03,-0.02,0.04
0.3,0.02,-0.03,0.04
0.31,0.02,-0.02,0.03
0.31,0.01,-0.02,0.04
0.3,0.02,-0.02,0.03
0.3,0.02,-0.02,0.03
0.3,0.01,-0.02,0.03
0.3,0.02,-0.02,0.03
0.3,0.01,-0.02,0.03
0.3,0.01,-0.02,0.03
0.29,0.02,-0.02,0.04
0.29,0.02,-0.03,0.03
0.29,0.02,-0.03,0.03
0.29,0.01,-0.02,0.03
0.29,0.02,-0.03,0.03
0.29,0.02,-0.02,0.04
0.29,0.01,-0.02,0.04
0.3,0.01,-0.02,0.03
0.3,0.02,-0.03,0.03
0.3,0.02,-0.03,0.03
0.3,0.02,-0.03,0.04
0.34,0.02,-0.02,0.04
0.34,0.02,-0.02,0.03
0.38,0.02,-0.02,0.03
0.38,0.02,-0.03,0.03
0.39,0.01,-0.03,0.03
0.39,0.02,-0.02,0.03
0.41,0.01,-0.02,0.03
0.41,0.01,-0.03,0.04
0.41,0.01,-0.02,0.03
0.39,0.02,-0.03,0.03
0.39,0.01,-0.03,0.03
0.39,0.01,-0.02,0.04
0.39,0.02,-0.02,0.03
0.41,0.02,-0.02,0.03
0.41,0.02,-0.03,0.04
0.39,0.02,-0.03,0.03
0.39,0.01,-0.02,0.03
0.39,0.01,-0.03,0.03
0.39,0.01,-0.03,0.04
0.39,0.02,-0.02,0.03
0.39,0.02,-0.01,0.04
0.38,0.02,-0.03,0.03
0.38,0.01,-0.03,0.04
0.38,0.01,-0.03,0.04
0.38,0.02,-0.03,0.03
0.38,0.02,-0.02,0.03
0.37,0.02,-0.03,0.04
0.37,0.02,-0.02,0.03
0.35,0.01,-0.03,0.03
0.35,0.02,-0.02,0.03
0.34,0.01,-0.02,0.03
0.34,0.01,-0.03,0.03
0.33,0.01,-0.03,0.04
0.33,0.01,-0.03,0.03
0.31,0.02,-0.02,0.03
0.31,0.01,-0.02,0.03
0.31,0.01,-0.02,0.03
0.3,0.01,-0.03,0.04
0.3,0.01,-0.03,0.04
0.3,0.02,-0.03,0.03
0.3,0.01,-0.02,0.03
0.29,0.02,-0.03,0.03
0.29,0.01,-0.03,0.04
0.25,0.01,-0.03,0.03
0.25,0.01,-0.03,0.03
0.24,0.01,-0.03,0.03
0.24,0.01,-0.02,0.03
0.22,0.02,-0.02,0.04
0.22,0.02,-0.02,0.04
0.22,0,-0.01,0.03
0.25,0.04,0.02,0.05
0.25,0.05,0,0.1
0.23,0.01,-0.06,0.08
0.23,-0.01,-0.06,0.04
0.2,-0.04,-0.09,0.08
0.2,0.03,-0.01,0.05
0.18,0.01,-0.02,0.02
0.18,0.02,-0.02,0.02
0.16,0.03,-0.03,0.04
0.16,0.01,-0.02,0.03
0.17,0.06,0.02,0.06
0.17,0.01,-0.02,0.05
0.16,0,-0.05,0.05
0.16,-0.04,-0.06,0.08
0.16,-0.01,-0.02,0.06
0.15,0.04,-0.01,0.04
0.15,0.04,0,0.04
0.15,0.01,-0.04,0.07
0.15,0.02,-0.03,0.05
0.18,0.02,-0.04,0.02
0.18,-0.02,-0.05,0.04
0.18,0,-0.02,0.03
0.18,0.01,-0.02,0.02
0.17,0.03,-0.02,0.03
0.17,0.01,-0.03,0.04
0.17,0.07,0,0.06
0.17,0.02,-0.02,0.05
0.17,0.01,-0.03,0.04
0.15,0.01,-0.03,0.03
0.15,0,-0.03,0.01
0.18,0.04,-0.01,0.02
0.18,0.02,-0.02,0.04
0.18,0.02,-0.02,0.04
0.18,-0.01,-0.03,0.04
0.19,0.04,-0.01,0.01
0.19,0.06,0,0
0.2,0.07,-0.01,0.05
0.2,0.03,-0.02,0.02
0.19,-0.01,-0.03,0.04
0.19,-0.02,-0.03,0.04
0.19,0,-0.03,0.02
0.19,0.02,-0.02,0.02
0.19,0.03,-0.02,0.02
0.2,0.05,0,0.01
0.2,0.03,-0.02,0.04
0.2,0.06,-0.01,0.03
0.2,0.06,-0.01,0.07
0.22,0.07,-0.01,0.03
0.22,0.09,-0.01,0.02
0.22,0.05,-0.02,0.02
0.22,0.02,-0.08,0.02
0.22,-0.01,-0.05,0.04
0.22,0.01,0.02,0.12
0.22,-0.02,0,0.19
0.22,0.06,-0.09,0.25
0.22,0.05,-0.22,0.25
0.2,0.09,-0.3,0.2
0.2,0.06,-0.27,0.17
0.2,0.04,-0.21,0.13
0.2,0.01,-0.14,0.1
0.22,-0.01,-0.11,0.11
0.22,0,-0.1,0.11
0.25,0,-0.09,0.11
0.25,0,-0.07,0.08
0.23,0.04,-0.03,0.08
0.23,-0.01,-0.07,0.09
0.25,-0.07,0.06,0.08
0.25,-0.11,0.13,0.02
0.25,-0.17,0.24,-0.05
0.25,-0.23,0.32,-0.07
0.25,-0.26,0.37,0
0.25,-0.25,0.38,0.13
0.25,-0.2,0.33,0.29
0.27,-0.12,0.22,0.38
0.27,-0.03,0.11,0.4
0.27,0.04,0,0.37
0.27,0.11,-0.12,0.31
0.27,0.17,-0.2,0.23
0.27,0.2,-0.26,0.11
0.27,0.2,-0.29,-0.03
0.27,0.18,-0.29,-0.16
0.27,0.15,-0.27,-0.26
0.25,0.13,-0.25,-0.29
0.25,0.14,-0.24,-0.26
0.25,0.13,-0.25,-0.24
0.25,0.14,-0.25,-0.23
0.24,0.14,-0.24,-0.22
0.24,0.17,-0.24,-0.17
0.25,0.18,-0.25,-0.14
0.25,0.19,-0.25,-0.16
0.3,0.19,-0.23,-0.21
0.3,0.19,-0.22,-0.28
0.3,0.17,-0.22,-0.29
0.3,0.16,-0.21,-0.25
0.3,0.16,-0.21,-0.17
0.3,0.16,-0.19,-0.08
0.3,0.14,-0.17,-0.02
0.3,0.1,-0.13,-0.05
0.3,0.08,-0.09,-0.07
0.3,0.06,-0.05,-0.09
0.3,0.05,-0.02,-0.11
0.3,0.05,0.03,-0.09
0.3,0.05,0.07,-0.08
0.29,0.04,0.12,-0.08
0.29,0.06,0.16,-0.06
0.34,0.07,0.22,-0.03
0.34,0.08,0.29,0
0.33,0.04,0.28,-0.07
0.33,0.08,0.39,0.05
0.33,0.03,0.42,0.03
0.33,-0.03,0.37,-0.08
0.33,-0.07,0.39,-0.07
0.34,-0.14,0.41,-0.02
0.34,-0.21,0.42,0.08
0.37,-0.28,0.41,0.14
0.37,-0.35,0.37,0.18
0.39,-0.4,0.31,0.18
0.39,-0.44,0.26,0.19
0.39,-0.47,0.19,0.18
0.39,-0.47,0.09,0.21
0.39,-0.45,-0.01,0.23
0.39,-0.41,-0.14,0.23
0.39,-0.36,-0.27,0.21
0.39,-0.33,-0.41,0.15
0.39,-0.29,-0.55,0.13
0.37,-0.23,-0.67,0.1
0.37,-0.18,-0.74,0.04
0.41,-0.11,-0.76,-0.03
0.41,-0.02,-0.77,-0.07
0.4,0.06,-0.76,-0.08
0.4,0.16,-0.75,-0.09
0.38,0.24,-0.71,-0.11
0.38,0.31,-0.67,-0.13
0.38,0.38,-0.62,-0.13
0.38,0.46,-0.57,-0.11
0.36,0.52,-0.5,-0.11
0.36,0.54,-0.41,-0.12
0.36,0.57,-0.31,-0.13
0.34,0.59,-0.19,-0.13
0.34,0.58,-0.08,-0.13
0.33,0.57,0.03,-0.11
0.33,0.6,0.18,-0.03
0.31,0.59,0.3,0.01
0.31,0.56,0.41,0.06
0.32,0.5,0.49,0.08
0.32,0.4,0.54,0.04
0.3,0.3,0.58,-0.01
0.3,0.17,0.59,-0.08
0.28,0.04,0.56,-0.12
0.28,-0.06,0.57,-0.11
0.3,-0.18,0.59,-0.08
0.3,-0.29,0.58,-0.09
0.3,-0.43,0.58,-0.05
0.3,-0.58,0.59,0.01
0.3,-0.7,0.54,0.02
0.3,-0.77,0.45,0.01
0.3,-0.81,0.34,-0.04
0.29,-0.83,0.25,0
0.29,-0.85,0.14,0.06
0.33,-0.82,-0.01,0.11
0.33,-0.74,-0.17,0.09
0.33,-0.65,-0.34,0.08
0.33,-0.57,-0.5,0.09
0.31,-0.49,-0.64,0.11
0.31,-0.38,-0.77,0.09
0.31,-0.28,-0.85,0.09
0.35,-0.15,-0.9,0.11
0.35,0.01,-0.94,0.13
0.33,0.19,-0.94,0.17
0.33,0.33,-0.88,0.14
0.31,0.45,-0.81,0.09
0.31,0.56,-0.72,0.05
0.32,0.65,-0.63,0.01
0.32,0.71,-0.51,-0.04
0.29,0.75,-0.4,-0.08
0.29,0.77,-0.29,-0.1
0.3,0.79,-0.19,-0.13
0.3,0.78,-0.08,-0.15
0.3,0.7,0.01,-0.21
0.27,0.69,0.11,-0.2
0.27,0.66,0.21,-0.18
0.29,0.59,0.28,-0.19
0.29,0.55,0.37,-0.15
0.27,0.46,0.43,-0.14
0.27,0.38,0.49,-0.13
0.24,0.31,0.55,-0.09
0.24,0.22,0.57,-0.08
0.26,0.12,0.57,-0.06
0.26,0.01,0.59,-0.01
0.26,-0.11,0.6,0.04
0.26,-0.24,0.58,0.05
0.3,-0.37,0.55,0.08
0.3,-0.5,0.49,0.1
0.3,-0.64,0.44,0.15
0.28,-0.74,0.35,0.13
0.28,-0.81,0.26,0.13
0.28,-0.87,0.14,0.12
0.28,-0.88,0.02,0.11
0.31,-0.86,-0.12,0.09
0.31,-0.84,-0.26,0.06
0.28,-0.79,-0.39,0.03
0.28,-0.7,-0.51,-0.04
0.3,-0.6,-0.58,-0.1
0.3,-0.5,-0.64,-0.11
0.27,-0.42,-0.71,-0.1
0.27,0.74,-1.57,0.07
0.27,0.11,-0.91,0.01
0.28,0.1,-0.76,0.11
0.28,0.14,-0.48,0.23
0.27,0.39,-0.62,0.09
0.27,0.52,-0.44,0.08
0.29,0.6,-0.32,0.02
0.29,0.63,-0.29,-0.11
0.3,0.57,-0.25,-0.23
0.3,0.56,-0.23,-0.29
0.28,0.52,-0.22,-0.3
0.28,0.43,-0.26,-0.24
0.31,0.32,-0.31,-0.17
0.31,0.3,-0.29,0.04
0.33,0.26,-0.22,0.17
0.33,0.24,-0.12,0.21
0.33,0.26,-0.03,0.23
0.33,0.32,0.13,0.3
0.33,0.31,0.29,0.26
0.31,0.2,0.41,0.13
0.31,0.09,0.46,0.03
0.34,-0.01,0.49,-0.01
0.34,-0.1,0.47,-0.06
0.34,-0.18,0.42,-0.11
0.34,-0.24,0.36,-0.11
0.34,-0.26,0.33,-0.13
0.34,-0.28,0.29,-0.15
0.34,-0.29,0.25,-0.19
0.34,-0.29,0.25,-0.18
0.34,-0.3,0.26,-0.14
0.34,-0.29,0.28,-0.05
0.34,-0.26,0.28,0.02
0.34,-0.22,0.22,0.05
0.34,-0.18,0.17,0.1
0.37,-0.15,0.1,0.16
0.37,-0.12,0,0.2
0.34,-0.11,-0.11,0.2
0.34,-0.08,-0.22,0.2
0.33,-0.07,-0.32,0.16
0.33,-0.06,-0.4,0.11
0.36,-0.06,-0.46,0.05
0.36,-0.04,-0.49,0.02
0.36,0.01,-0.52,0.01
0.35,0.04,-0.53,0
0.35,0.07,-0.51,-0.05
0.34,0.09,-0.49,-0.07
0.34,0.1,-0.45,-0.09
0.34,0.03,-0.36,-0.14
0.34,0.06,-0.41,-0.11
0.37,0.08,-0.38,-0.09
0.37,0.04,-0.33,-0.09
0.37,0.03,-0.3,-0.11
0.37,0.03,-0.27,-0.08
0.37,0.04,-0.22,-0.06
0.37,0.05,-0.17,-0.03
0.39,0.07,-0.11,0.08
0.39,0.07,-0.04,0.15
0.39,0.07,0.01,0.14
0.38,0.05,0.07,0.12
0.38,0.03,0.13,0.13
0.37,0.01,0.19,0.11
0.37,-0.02,0.24,0.13
0.37,-0.05,0.26,0.11
0.37,-0.09,0.28,0.06
0.35,-0.12,0.29,0.02
0.35,-0.15,0.31,0
0.35,-0.17,0.32,-0.03
0.35,-0.2,0.34,-0.06
0.34,-0.21,0.33,-0.08
0.34,-0.23,0.33,-0.1
0.34,-0.24,0.3,-0.13
0.37,-0.25,0.28,-0.14
0.37,-0.26,0.27,-0.11
0.36,-0.26,0.25,-0.07
0.36,-0.25,0.21,-0.05
0.36,-0.23,0.17,0
0.36,-0.21,0.12,0.05
0.36,-0.18,0.06,0.09
0.36,-0.14,-0.02,0.15
0.36,-0.08,-0.1,0.2
0.36,-0.03,-0.19,0.21
0.36,0.03,-0.27,0.2
0.36,0.09,-0.36,0.18
0.36,0.13,-0.44,0.16
0.38,0.18,-0.5,0.09
0.38,0.22,-0.55,0.03
0.38,0.24,-0.57,-0.05
0.38,0.27,-0.58,-0.12
0.38,0.28,-0.57,-0.18
0.38,0.28,-0.55,-0.23
0.38,0.27,-0.52,-0.27
0.38,0.28,-0.5,-0.28
0.33,0.29,-0.49,-0.27
0.33,0.28,-0.46,-0.26
0.33,0.27,-0.42,-0.24
0.33,0.28,-0.4,-0.2
0.32,0.26,-0.36,-0.15
0.32,0.26,-0.31,-0.09
0.32,0.24,-0.27,-0.02
0.32,0.22,-0.21,0.06
0.32,0.2,-0.14,0.13
0.32,0.15,-0.07,0.2
0.32,0.1,0.01,0.25
0.31,0.03,0.09,0.3
0.31,-0.04,0.17,0.31
0.32,-0.11,0.25,0.29
0.32,-0.2,0.32,0.26
0.34,-0.26,0.37,0.22
0.34,-0.32,0.39,0.15
0.33,-0.37,0.41,0.06
0.33,-0.4,0.41,-0.02
0.33,-0.41,0.4,-0.12
0.34,-0.44,0.4,-0.17
0.34,-0.45,0.39,-0.21
0.34,-0.45,0.37,-0.26
0.34,-0.45,0.34,-0.28
0.36,-0.45,0.32,-0.3
0.36,-0.44,0.3,-0.29
0.34,-0.44,0.28,-0.24
0.34,-0.42,0.26,-0.18
0.34,-0.41,0.22,-0.1
0.34,-0.38,0.18,-0.01
0.33,-0.34,0.13,0.1
0.33,-0.29,0.06,0.2
0.33,-0.23,-0.02,0.31
0.33,-0.14,-0.11,0.37
0.33,-0.04,-0.21,0.41
0.32,0.07,-0.31,0.43
0.32,0.18,-0.4,0.41
0.35,0.28,-0.49,0.36
0.35,0.37,-0.57,0.28
0.35,0.43,-0.61,0.17
0.35,0.48,-0.63,0.05
0.35,0.51,-0.64,-0.08
0.35,0.52,-0.63,-0.19
0.34,0.53,-0.62,-0.28
0.34,0.53,-0.59,-0.34
0.33,0.51,-0.56,-0.4
0.33,0.48,-0.52,-0.45
0.33,0.45,-0.48,-0.49
0.36,0.42,-0.43,-0.51
0.36,0.41,-0.39,-0.49
0.35,0.41,-0.36,-0.46
0.35,0.4,-0.33,-0.39
0.33,0.41,-0.31,-0.28
0.33,0.43,-0.28,-0.14
0.33,0.43,-0.25,0
0.33,0.4,-0.19,0.17
0.32,0.35,-0.12,0.32
0.32,0.26,-0.02,0.45
0.34,0.14,0.07,0.53
0.34,0.01,0.17,0.57
0.33,-0.15,0.26,0.57
0.33,-0.29,0.33,0.52
0.33,-0.42,0.38,0.43
0.31,-0.51,0.41,0.3
0.31,-0.58,0.41,0.16
0.32,-0.63,0.41,0.04
0.32,-0.65,0.39,-0.08
0.32,-0.67,0.37,-0.18
0.32,-0.64,0.33,-0.28
0.32,-0.61,0.29,-0.36
0.32,-0.59,0.25,-0.4
0.32,-0.57,0.23,-0.43
0.32,-0.56,0.22,-0.42
0.36,-0.55,0.19,-0.41
0.36,-0.55,0.17,-0.37
0.36,-0.55,0.15,-0.28
0.36,-0.55,0.13,-0.16
0.36,-0.53,0.1,-0.04
0.36,-0.49,0.06,0.09
0.36,-0.43,0,0.24
0.36,-0.34,-0.06,0.38
0.36,-0.23,-0.15,0.48
0.39,-0.08,-0.23,0.53
0.39,0.06,-0.3,0.53
0.39,0.22,-0.37,0.49
0.39,0.35,-0.43,0.42
0.38,0.46,-0.48,0.32
0.38,0.56,-0.51,0.2
0.38,0.64,-0.53,0.1
0.42,0.69,-0.54,0
0.42,0.73,-0.54,-0.1
0.4,0.72,-0.53,-0.23
0.4,0.67,-0.5,-0.34
0.39,0.62,-0.45,-0.42
0.39,0.57,-0.42,-0.5
0.37,0.51,-0.37,-0.56
0.37,0.46,-0.33,-0.58
0.4,0.43,-0.31,-0.58
0.4,0.45,-0.29,-0.53
0.38,0.48,-0.28,-0.45
0.38,0.48,-0.27,-0.35
0.38,0.48,-0.25,-0.22
0.42,0.5,-0.22,-0.04
0.42,0.51,-0.19,0.19
0.42,0.43,-0.14,0.41
0.42,0.29,-0.08,0.57
0.4,0.12,-0.01,0.7
0.4,-0.08,0.06,0.79
0.42,-0.29,0.14,0.8
0.42,-0.49,0.18,0.71
0.44,-0.68,0.23,0.6
0.44,-0.84,0.26,0.46
0.44,-0.93,0.27,0.28
0.44,-0.96,0.25,0.1
0.44,-0.94,0.23,-0.1
0.44,-0.89,0.2,-0.28
0.44,-0.82,0.17,-0.4
0.44,-0.76,0.14,-0.5
0.44,-0.7,0.12,-0.55
0.46,-0.65,0.11,-0.6
0.46,-0.58,0.09,-0.61
0.46,-0.56,0.1,-0.59
0.46,-0.55,0.12,-0.53
0.45,-0.55,0.13,-0.42
0.45,-0.57,0.17,-0.26
0.45,-0.56,0.22,-0.1
0.45,-0.49,0.21,0.02
0.45,-0.42,0.22,0.17
0.45,-0.3,0.24,0.36
0.45,-0.12,0.25,0.55
0.45,0.08,0.23,0.7
0.45,0.32,0.17,0.81
0.5,0.56,0.07,0.83
0.5,0.78,-0.03,0.79
0.47,0.97,-0.13,0.63
0.47,1.07,-0.23,0.4
0.47,1.14,-0.31,0.18
0.47,1.15,-0.38,-0.03
0.49,1.1,-0.43,-0.22
0.49,1.01,-0.44,-0.39
0.48,0.89,-0.46,-0.52
0.48,0.8,-0.46,-0.6
0.47,0.71,-0.44,-0.67
0.47,0.6,-0.42,-0.72
0.47,0.48,-0.39,-0.76
0.49,0.37,-0.36,-0.78
0.49,0.27,-0.31,-0.79
0.49,0.25,-0.3,-0.78
0.49,0.31,-0.34,-0.73
0.49,0.4,-0.4,-0.61
0.49,0.46,-0.45,-0.46
0.53,0.48,-0.5,-0.25
0.53,0.49,-0.56,0.02
0.51,0.46,-0.6,0.33
0.51,0.35,-0.58,0.59
0.55,0.17,-0.49,0.8
0.55,-0.03,-0.37,0.89
0.55,-0.25,-0.23,0.89
0.53,-0.47,-0.09,0.83
0.53,-0.66,0.03,0.76
0.58,-0.82,0.15,0.65
0.58,-0.93,0.24,0.49
0.58,-0.96,0.3,0.29
0.58,-0.96,0.35,0.09
0.57,-0.91,0.36,-0.1
0.57,-0.85,0.36,-0.26
0.59,-0.78,0.33,-0.37
0.59,-0.68,0.3,-0.48
0.59,-0.62,0.27,-0.53
0.59,-0.55,0.25,-0.58
0.59,-0.5,0.24,-0.57
0.58,-0.48,0.25,-0.5
0.58,-0.49,0.29,-0.39
0.58,-0.49,0.32,-0.25
0.58,-0.49,0.35,-0.06
0.56,-0.45,0.36,0.13
0.56,-0.35,0.34,0.31
0.53,-0.22,0.3,0.43
0.53,-0.06,0.25,0.53
0.52,0.11,0.18,0.58
0.52,0.24,0.08,0.56
0.5,0.36,-0.04,0.5
0.5,0.47,-0.16,0.43
0.5,0.57,-0.26,0.35
0.5,0.65,-0.35,0.23
0.5,0.71,-0.42,0.12
0.54,0.76,-0.49,0.01
0.54,0.78,-0.54,-0.1
0.53,0.76,-0.57,-0.21
0.53,0.72,-0.58,-0.32
0.53,0.63,-0.55,-0.43
0.53,0.54,-0.51,-0.54
0.51,0.46,-0.48,-0.6
0.51,0.39,-0.44,-0.64
0.49,0.35,-0.43,-0.67
0.49,0.32,-0.43,-0.65
0.5,0.34,-0.45,-0.6
0.5,0.39,-0.48,-0.5
0.5,0.4,-0.49,-0.39
0.5,0.42,-0.49,-0.25
0.5,0.45,-0.49,-0.07
0.48,0.47,-0.46,0.16
0.48,0.42,-0.4,0.35
0.46,0.3,-0.28,0.46
0.46,0.18,-0.18,0.58
0.47,0.06,-0.06,0.7
0.47,-0.1,0.08,0.71
0.44,-0.24,0.2,0.61
0.44,-0.39,0.31,0.52
0.43,-0.53,0.43,0.5
0.43,-0.64,0.5,0.41
0.43,-0.69,0.52,0.24
0.45,-0.69,0.48,0.03
0.45,-0.69,0.47,-0.12
0.44,-0.69,0.47,-0.22
0.44,-0.66,0.42,-0.32
0.42,-0.61,0.38,-0.4
0.42,-0.57,0.33,-0.46
0.45,-0.55,0.29,-0.47
0.45,-0.54,0.26,-0.44
0.42,-0.53,0.23,-0.39
0.42,-0.53,0.2,-0.3
0.41,-0.5,0.15,-0.22
0.41,-0.48,0.1,-0.1
0.39,-0.44,0.05,0.06
0.39,-0.37,0,0.23
0.39,-0.27,-0.07,0.39
0.38,-0.15,-0.15,0.51
0.38,0.01,-0.23,0.6
0.4,0.18,-0.33,0.63
0.4,0.33,-0.43,0.6
0.38,0.46,-0.5,0.49
0.38,0.56,-0.56,0.36
0.38,0.66,-0.61,0.22
0.38,0.72,-0.63,0.07
0.36,0.74,-0.62,-0.09
