Altitude, Acc_X, Acc_Y, Acc_Z
0.39,-0.01,0.01,-0.00
0.39,-0.01,0.02,0.03
0.39,-0.02,0.02,0.02
0.39,-0.02,-0.02,-0.01
0.39,-0.01,-0.01,-0.01
0.39,-0.01,-0.00,-0.01
0.42,-0.01,-0.01,-0.00
0.42,-0.01,0.01,0.01
0.43,-0.01,0.01,0.00
0.43,-0.02,-0.01,-0.01
0.43,-0.01,-0.02,-0.02
0.43,-0.01,0.01,-0.01
0.43,-0.01,0.02,-0.00
0.43,-0.01,0.02,-0.01
0.43,-0.02,0.03,0.01
0.45,-0.02,-0.01,-0.00
0.45,-0.01,0.01,-0.01
0.45,-0.01,0.02,0.01
0.45,-0.01,-0.00,0.01
0.46,-0.01,-0.00,-0.00
0.46,-0.02,0.00,-0.01
0.46,-0.02,0.01,0.01
0.46,-0.01,-0.00,-0.00
0.46,-0.02,0.01,0.01
0.46,-0.01,0.02,0.01
0.46,-0.00,0.01,0.01
0.47,-0.01,0.01,0.00
0.47,-0.01,0.00,0.00
0.46,-0.01,0.01,-0.01
0.46,-0.02,-0.01,-0.02
0.45,-0.02,-0.01,-0.00
0.45,-0.01,0.01,-0.01
0.41,-0.01,0.02,0.00
0.41,-0.02,-0.00,0.00
0.41,-0.01,0.01,-0.00
0.41,-0.02,0.01,0.01
0.40,-0.01,0.01,0.00
0.40,-0.01,-0.00,0.01
0.40,-0.00,-0.00,0.01
0.42,-0.02,0.00,0.00
0.42,-0.01,0.01,-0.00
0.40,-0.02,0.01,-0.01
0.40,-0.02,0.01,0.01
0.39,-0.01,0.01,0.01
0.39,-0.01,0.01,0.00
0.36,-0.02,0.00,-0.01
0.36,-0.02,0.01,-0.01
0.36,-0.02,0.02,0.00
0.36,-0.02,0.00,0.01
0.35,-0.02,0.01,0.02
0.35,-0.01,0.01,-0.00
0.38,-0.01,0.00,-0.01
0.38,-0.02,-0.00,-0.00
0.38,-0.01,-0.01,-0.01
0.33,-0.01,0.02,-0.01
0.33,-0.01,0.02,0.01
0.32,-0.02,0.00,0.01
0.32,-0.02,-0.01,0.00
0.32,-0.02,0.01,0.01
0.32,-0.02,0.02,0.00
0.30,-0.01,0.01,0.01
0.30,-0.02,0.01,0.00
0.30,-0.02,0.00,0.00
0.30,-0.02,0.01,-0.01
0.31,-0.02,-0.00,0.01
0.31,-0.01,0.01,-0.00
0.31,-0.02,0.01,-0.01
0.31,-0.02,0.01,-0.01
0.31,-0.01,0.00,-0.00
0.31,-0.02,0.01,-0.00
0.31,-0.01,0.01,-0.01
0.30,-0.01,0.01,-0.00
0.30,-0.02,0.01,0.00
0.30,-0.01,-0.01,0.01
0.30,-0.01,0.01,-0.00
0.31,-0.02,0.00,-0.00
0.31,-0.01,0.01,-0.01
0.28,-0.01,0.01,0.01
0.28,-0.02,0.01,0.02
0.28,-0.01,0.00,0.02
0.28,-0.02,0.01,0.01
0.28,-0.01,0.01,-0.00
0.31,-0.01,0.02,0.00
0.31,-0.02,0.01,0.00
0.32,-0.02,0.01,0.01
0.32,-0.01,0.01,0.00
0.29,-0.01,0.02,-0.01
0.29,-0.01,-0.00,-0.01
0.29,-0.02,0.01,0.00
0.29,-0.02,0.01,-0.00
0.29,-0.02,0.00,0.01
0.29,-0.01,0.00,-0.00
0.29,-0.02,0.01,0.00
0.29,-0.01,0.00,0.00
0.28,-0.01,0.01,0.01
0.28,-0.01,0.00,-0.00
0.28,-0.01,0.01,0.01
0.29,-0.02,0.00,0.01
0.29,-0.02,0.00,0.00
0.30,-0.01,0.01,0.00
0.30,-0.01,0.00,-0.00
0.30,-0.02,0.00,-0.00
0.30,-0.02,0.01,-0.01
0.32,-0.02,0.01,-0.01
0.32,-0.03,0.00,0.00
0.30,-0.02,0.00,0.00
0.30,-0.01,0.01,-0.00
0.32,-0.02,0.00,0.01
0.32,-0.01,0.00,0.01
0.32,-0.01,0.00,0.00
0.32,-0.02,0.01,0.00
0.32,-0.01,0.01,0.00
0.32,-0.02,0.01,-0.00
0.32,-0.01,0.01,0.00
0.28,-0.01,0.00,-0.00
0.28,-0.02,0.00,0.01
0.29,-0.01,-0.00,0.00
0.29,-0.02,0.01,0.01
0.29,-0.01,0.00,-0.01
0.29,-0.02,0.01,0.01
0.31,-0.01,0.00,0.00
0.31,-0.01,0.01,0.00
0.29,-0.01,-0.00,-0.01
0.29,-0.01,0.01,0.01
0.29,-0.02,-0.01,-0.01
0.28,-0.02,0.00,-0.01
0.28,-0.02,0.02,0.01
0.27,-0.01,0.00,-0.00
0.27,-0.02,0.01,0.00
0.27,-0.02,0.00,0.01
0.27,-0.01,0.01,-0.01
0.25,-0.02,0.01,0.01
0.25,-0.01,0.01,0.01
0.25,-0.01,0.00,0.00
0.25,-0.01,0.01,0.00
0.25,-0.01,0.02,-0.01
0.25,-0.01,0.01,-0.01
0.25,-0.02,-0.00,0.01
0.25,-0.02,-0.01,0.00
0.25,-0.02,-0.00,-0.01
0.25,-0.02,0.02,-0.01
0.25,-0.01,0.02,-0.00
0.24,-0.02,0.00,-0.00
0.24,-0.01,0.00,-0.01
0.24,-0.02,0.00,0.01
0.24,-0.02,0.01,-0.00
0.24,-0.02,0.03,-0.01
0.24,-0.02,0.01,0.00
0.21,-0.01,0.01,0.01
0.21,-0.02,0.01,-0.00
0.24,-0.01,0.01,0.00
0.24,-0.02,0.04,0.01
0.24,-0.02,0.01,0.01
0.24,-0.02,0.00,0.01
0.24,-0.01,-0.00,-0.00
0.24,-0.01,-0.01,-0.00
0.24,-0.02,-0.01,0.00
0.21,-0.01,-0.00,-0.00
0.21,-0.02,-0.00,0.00
0.21,-0.02,0.01,0.00
0.21,-0.02,0.01,0.01
0.19,-0.01,0.00,-0.01
0.19,-0.01,0.02,-0.01
0.19,-0.02,0.02,-0.01
0.19,-0.02,0.02,0.01
0.19,-0.02,0.01,0.00
0.19,-0.02,0.01,-0.02
0.19,-0.01,0.01,-0.01
0.19,-0.01,0.01,-0.01
0.19,-0.01,0.00,0.00
0.19,-0.01,0.00,0.02
0.19,-0.01,0.01,0.02
0.19,-0.01,0.00,-0.00
0.19,-0.01,0.01,-0.02
0.19,-0.01,0.01,-0.01
0.19,-0.01,0.01,0.00
0.19,-0.02,0.01,0.01
0.19,-0.01,0.01,-0.01
0.19,-0.01,0.01,-0.01
0.19,-0.01,0.01,-0.00
0.19,-0.01,0.00,-0.00
0.18,-0.01,0.01,0.01
0.18,-0.01,0.01,0.01
0.16,-0.02,0.01,0.01
0.16,-0.01,-0.00,-0.00
0.16,-0.02,-0.00,-0.01
0.16,-0.01,0.01,-0.00
0.16,-0.02,0.01,0.01
0.16,-0.03,0.00,0.02
0.14,-0.02,0.02,-0.00
0.14,-0.02,0.02,-0.02
0.14,-0.02,0.01,-0.00
0.14,-0.02,-0.00,0.01
0.14,-0.02,0.01,0.01
0.16,-0.01,0.02,0.01
0.16,-0.02,0.02,0.01
0.17,-0.01,0.00,-0.00
0.17,-0.02,-0.01,0.00
0.16,-0.02,0.01,-0.00
0.16,-0.02,0.02,-0.00
0.17,-0.02,0.01,0.01
0.17,-0.02,0.01,-0.01
0.17,-0.01,0.02,-0.00
0.17,-0.02,0.01,0.00
0.15,-0.02,0.00,0.01
0.15,-0.02,0.00,0.01
0.16,-0.02,0.01,0.01
0.16,-0.01,-0.00,0.00
0.16,-0.02,0.01,-0.01
0.16,-0.02,0.01,-0.01
0.16,-0.02,0.01,0.01
0.16,-0.01,0.01,0.01
0.16,-0.02,0.00,-0.00
0.17,-0.02,0.02,0.00
0.17,-0.01,0.00,0.00
0.17,-0.02,0.00,0.01
0.17,-0.01,0.00,0.00
0.19,-0.01,0.01,0.00
0.19,-0.01,0.01,0.00
0.19,-0.02,0.00,-0.01
0.19,-0.02,0.01,-0.01
0.19,-0.02,0.02,-0.00
0.19,-0.02,0.00,0.00
0.19,-0.02,0.00,-0.00
0.15,-0.02,0.01,0.00
0.15,-0.02,0.01,0.01
0.15,-0.01,-0.01,0.00
0.15,-0.01,0.00,-0.00
0.17,-0.02,0.02,0.01
0.17,-0.01,0.01,0.02
0.17,-0.01,-0.00,0.00
0.17,-0.01,0.00,-0.01
0.18,-0.01,0.01,-0.01
0.18,-0.02,0.01,-0.00
0.18,-0.01,0.00,-0.01
0.18,-0.01,0.01,-0.01
0.18,-0.02,0.02,-0.01
0.14,-0.02,0.01,-0.03
0.14,-0.02,0.02,-0.05
0.16,-0.03,0.02,-0.06
0.16,-0.02,0.03,-0.04
0.16,-0.03,0.03,-0.04
0.16,-0.01,0.01,-0.05
0.16,-0.01,-0.00,-0.08
0.16,-0.00,0.01,-0.09
0.17,-0.02,0.01,-0.07
0.17,-0.01,-0.00,-0.04
0.18,-0.01,-0.01,-0.03
0.18,-0.02,0.00,-0.02
0.18,-0.02,-0.00,-0.01
0.20,-0.01,-0.00,0.01
0.20,-0.02,0.00,0.01
0.21,-0.02,0.01,0.00
0.21,-0.02,0.02,-0.01
0.22,-0.00,0.01,-0.02
0.22,-0.01,-0.00,-0.05
0.22,-0.00,-0.02,-0.06
0.22,-0.01,0.01,-0.07
0.22,-0.01,0.01,-0.06
0.22,-0.01,0.00,-0.08
0.22,-0.00,0.01,-0.09
0.22,0.00,0.00,-0.11
0.22,-0.02,0.00,-0.12
0.22,-0.01,0.02,-0.05
0.22,-0.01,0.03,0.01
0.22,-0.01,0.02,-0.01
0.22,-0.01,0.01,-0.05
0.21,-0.02,0.01,-0.08
0.21,-0.01,0.01,-0.06
0.21,-0.01,0.01,-0.07
0.21,-0.02,0.03,-0.09
0.21,-0.02,0.04,-0.08
0.21,-0.03,0.02,-0.04
0.21,-0.01,0.00,0.00
0.21,-0.01,0.03,-0.00
0.21,-0.01,0.06,-0.06
0.21,-0.01,0.05,-0.10
0.21,-0.02,0.01,-0.08
0.21,0.00,-0.02,-0.07
0.21,-0.01,-0.01,-0.05
0.20,-0.00,0.03,-0.07
0.20,-0.01,0.07,-0.08
0.18,-0.01,0.06,-0.05
0.18,-0.01,0.03,-0.02
0.17,-0.01,0.04,-0.00
0.17,-0.01,0.04,-0.01
0.17,-0.03,0.04,-0.05
0.17,-0.05,0.01,-0.01
0.16,-0.02,-0.02,0.03
0.16,-0.03,-0.02,0.04
0.16,-0.01,0.01,-0.01
0.16,-0.03,0.05,-0.06
0.16,-0.04,0.06,-0.04
0.14,-0.04,0.02,-0.02
0.14,-0.03,0.02,-0.02
0.18,-0.04,0.02,-0.04
0.18,-0.04,0.03,-0.05
0.15,-0.03,0.02,-0.04
0.15,-0.04,0.01,0.01
0.15,-0.05,-0.01,0.02
0.15,-0.06,-0.05,0.06
0.14,-0.07,-0.04,0.05
0.14,-0.05,-0.01,0.05
0.14,-0.06,0.01,0.03
0.14,-0.07,-0.01,0.03
0.13,-0.07,-0.06,0.02
0.13,-0.07,-0.06,0.01
0.13,-0.05,-0.02,0.03
0.11,-0.05,0.01,0.09
0.11,-0.04,0.00,0.12
0.15,-0.06,-0.03,0.08
0.15,-0.03,-0.07,0.02
0.13,-0.04,-0.05,0.05
0.13,-0.04,-0.03,0.09
0.11,-0.05,-0.01,0.08
0.11,-0.03,-0.01,0.06
0.09,-0.02,-0.05,0.01
0.09,-0.03,-0.03,0.02
0.08,-0.01,-0.05,0.04
0.08,-0.01,-0.06,0.08
0.08,-0.02,-0.04,0.05
0.05,-0.00,-0.01,0.05
0.05,0.01,-0.02,0.00
0.04,-0.01,0.02,-0.02
0.04,-0.01,0.01,0.04
0.01,0.01,0.02,0.06
0.01,-0.01,0.03,0.07
-0.00,0.01,0.03,0.05
-0.00,-0.01,0.03,0.03
-0.02,-0.00,-0.02,0.03
-0.02,-0.01,-0.05,0.05
-0.04,-0.01,0.01,0.03
-0.04,0.01,-0.03,0.02
-0.06,0.02,-0.04,0.03
-0.06,-0.00,-0.06,0.00
-0.06,-0.00,-0.01,-0.00
-0.07,0.01,0.02,-0.02
-0.07,-0.02,0.05,0.02
-0.08,0.01,0.05,0.04
-0.08,0.01,0.02,0.03
-0.08,-0.00,0.02,0.02
-0.08,0.00,-0.00,-0.01
-0.10,-0.03,0.02,0.05
-0.10,-0.02,0.04,0.07
-0.10,-0.01,0.03,0.05
-0.10,-0.04,0.03,0.05
-0.11,-0.04,0.03,0.08
-0.11,-0.04,-0.00,0.06
-0.11,-0.03,0.00,0.04
-0.11,-0.05,0.03,0.05
-0.11,-0.03,0.02,0.04
-0.11,-0.04,0.03,0.04
-0.11,-0.03,0.02,0.03
-0.11,-0.02,-0.00,0.02
-0.11,-0.02,-0.00,-0.00
-0.13,-0.04,0.02,0.02
-0.13,-0.03,0.01,0.06
-0.09,-0.02,0.01,0.05
-0.09,-0.00,0.01,0.06
-0.09,-0.01,0.00,0.04
-0.09,0.01,0.00,-0.00
-0.10,-0.02,0.01,-0.01
-0.10,-0.03,0.02,0.01
-0.10,-0.03,0.03,0.04
-0.08,-0.02,0.02,0.05
-0.08,-0.03,0.01,0.01
-0.09,-0.02,0.01,-0.02
-0.09,-0.01,0.02,-0.02
-0.11,-0.00,0.02,-0.02
-0.11,-0.02,0.01,-0.00
-0.11,-0.02,0.01,-0.01
-0.11,-0.02,-0.00,-0.01
-0.09,-0.01,0.02,0.01
-0.09,-0.03,0.02,0.04
-0.11,-0.02,-0.00,0.01
-0.11,-0.02,0.01,-0.02
-0.11,-0.01,0.00,-0.00
-0.11,0.00,0.01,0.03
-0.11,-0.02,0.03,0.01
-0.11,-0.01,0.01,-0.01
-0.11,-0.00,0.01,-0.01
-0.12,-0.01,0.01,-0.00
-0.12,-0.01,0.03,0.00
-0.12,-0.01,0.00,-0.00
-0.12,-0.01,-0.00,0.01
-0.11,-0.04,-0.02,-0.01
-0.11,-0.02,-0.01,-0.00
-0.11,-0.01,0.01,0.02
-0.11,0.05,0.01,-0.05
-0.11,-0.06,0.01,0.06
-0.11,-0.03,0.02,0.05
-0.11,-0.03,0.02,-0.03
-0.09,0.00,0.01,-0.02
-0.09,-0.03,0.04,-0.02
-0.11,-0.02,0.01,-0.00
-0.11,-0.02,-0.02,0.01
-0.11,-0.03,-0.01,0.01
-0.11,-0.03,-0.00,0.02
-0.11,-0.02,-0.02,0.01
-0.11,-0.02,0.01,0.01
-0.14,-0.03,-0.00,-0.01
-0.14,-0.03,-0.00,0.01
-0.12,-0.02,-0.01,0.00
-0.12,-0.00,0.01,-0.00
-0.12,-0.01,0.02,-0.00
-0.12,-0.03,-0.00,0.01
-0.12,-0.03,0.00,-0.00
-0.12,-0.01,-0.00,0.00
-0.12,-0.00,0.01,-0.01
-0.12,-0.07,0.01,0.02
-0.12,-0.01,0.02,0.06
-0.11,0.03,0.08,-0.05
-0.11,-0.04,-0.00,-0.03
-0.11,-0.03,-0.02,0.01
-0.11,-0.04,-0.01,0.00
-0.11,0.01,0.04,0.01
-0.11,-0.01,0.01,0.01
-0.12,-0.03,-0.01,-0.01
-0.12,-0.03,-0.01,-0.00
-0.12,-0.01,0.02,0.01
-0.12,-0.01,0.01,0.01
-0.12,-0.03,-0.00,-0.00
-0.12,-0.02,0.00,-0.00
-0.12,-0.01,0.01,0.00
-0.12,-0.01,0.01,-0.00
-0.12,-0.03,0.00,-0.00
-0.13,-0.01,0.01,-0.00
-0.13,-0.02,0.01,-0.00
-0.10,-0.02,0.00,-0.01
-0.10,-0.02,0.01,-0.00
-0.09,-0.02,0.01,0.01
-0.09,-0.02,0.01,-0.00
-0.09,-0.02,0.00,-0.00
-0.09,-0.02,0.00,0.00
-0.09,-0.02,0.01,-0.00
-0.10,-0.02,0.01,-0.00
-0.10,-0.02,0.01,0.00
-0.10,-0.02,0.01,-0.00
-0.10,-0.02,0.00,-0.00
-0.10,-0.01,0.01,0.00
-0.10,-0.02,0.00,-0.00
-0.11,-0.02,0.00,-0.00
-0.11,-0.02,0.01,0.01
-0.13,-0.02,0.01,-0.00
-0.13,-0.02,0.01,-0.00
-0.14,-0.01,0.01,-0.00
-0.14,-0.02,0.01,-0.00
-0.14,-0.02,0.01,-0.00
-0.14,-0.01,0.00,-0.00
-0.14,-0.02,0.01,-0.00
-0.14,-0.02,0.01,0.00
-0.14,-0.02,0.01,-0.00
-0.14,-0.02,0.00,0.00
-0.14,-0.02,0.01,0.00
-0.14,-0.02,0.00,-0.01
-0.14,-0.02,0.01,0.00
-0.14,-0.02,0.01,-0.01
-0.14,-0.02,0.01,-0.00
-0.14,-0.02,0.01,-0.00
-0.14,-0.02,0.01,0.00
-0.14,-0.02,0.01,-0.00
-0.15,-0.02,0.01,-0.00
-0.15,-0.01,-0.00,-0.00
-0.14,-0.02,0.00,-0.00
-0.14,-0.02,0.01,-0.00
-0.14,-0.02,0.01,0.00
-0.14,-0.02,0.01,-0.00
-0.14,-0.01,0.00,-0.00
-0.14,-0.01,0.01,-0.00
-0.10,-0.02,0.01,0.00
-0.10,-0.02,0.01,0.00
-0.10,-0.02,0.01,-0.00
-0.10,-0.02,0.00,-0.01
-0.10,-0.02,0.01,-0.00
-0.10,-0.02,0.00,0.00
-0.10,-0.01,0.01,-0.00
-0.10,-0.02,0.01,0.00
-0.10,-0.01,0.01,0.00
-0.13,-0.02,0.00,0.00
-0.13,-0.02,0.01,-0.01
-0.13,-0.02,0.01,-0.00
-0.13,-0.02,0.01,-0.00
-0.10,-0.02,0.01,-0.00
-0.10,-0.02,0.01,-0.00
-0.12,-0.01,0.00,-0.00
-0.12,-0.02,0.00,0.00
-0.12,-0.02,0.01,0.00
-0.12,-0.02,0.01,0.00
-0.12,-0.02,0.00,-0.00
-0.12,-0.02,0.00,-0.00
-0.12,-0.02,0.01,0.00
-0.13,-0.01,0.00,-0.01
-0.13,-0.02,0.01,-0.00
-0.12,-0.01,0.00,0.00
-0.12,-0.01,0.01,-0.00
-0.12,-0.02,0.01,0.00
-0.12,-0.02,0.01,0.00
-0.10,-0.02,0.00,-0.00
-0.10,-0.02,0.01,0.00
-0.10,-0.02,0.01,0.00
-0.10,-0.01,0.01,-0.00
-0.05,-0.02,0.00,-0.00
-0.05,-0.02,0.01,-0.00
-0.05,-0.02,0.01,0.00
-0.05,-0.02,0.01,0.00
-0.05,-0.02,0.01,0.00
-0.07,-0.02,0.01,-0.00
-0.07,-0.02,0.00,-0.00
-0.07,-0.02,0.01,0.00
-0.07,-0.02,0.01,-0.00
-0.08,-0.02,0.01,0.00
-0.08,-0.02,0.01,-0.00
-0.08,-0.02,0.00,-0.00
-0.08,-0.02,0.00,-0.00
-0.08,-0.02,0.00,0.00
-0.08,-0.02,0.01,-0.00
-0.10,-0.02,0.01,-0.00
-0.10,-0.01,0.01,-0.00
-0.10,-0.02,0.00,-0.01
-0.08,-0.02,0.00,0.00
-0.08,-0.02,0.01,-0.00
-0.08,-0.02,0.01,-0.00
-0.08,-0.02,0.01,0.00
-0.07,-0.02,0.01,-0.00
-0.07,-0.02,0.01,-0.00
-0.03,-0.01,0.01,0.00
-0.03,-0.02,0.01,-0.00
-0.03,-0.02,0.01,0.00
-0.03,-0.02,0.01,-0.00
-0.03,-0.02,0.01,0.00
-0.03,-0.02,0.01,0.00
-0.03,-0.02,0.01,-0.00
-0.03,-0.01,0.01,0.00
-0.03,-0.02,0.00,-0.00
-0.03,-0.01,0.01,-0.00
-0.03,-0.01,0.00,-0.01
-0.03,-0.02,0.01,-0.00
-0.03,-0.02,0.01,-0.00
-0.03,-0.02,0.00,0.00
-0.03,-0.02,0.01,0.00
-0.07,-0.01,0.01,0.00
-0.07,-0.02,0.01,-0.00
-0.04,-0.02,0.00,-0.00
-0.04,-0.01,0.01,-0.00
-0.04,-0.02,0.01,0.00
-0.04,-0.02,0.01,-0.00
-0.04,-0.02,0.01,0.00
-0.06,-0.02,0.01,-0.00
-0.06,-0.02,0.00,-0.00
-0.07,-0.02,0.01,0.00
-0.07,-0.01,0.00,0.00
-0.09,-0.02,0.01,-0.00
-0.09,-0.02,0.00,0.00
-0.09,-0.01,0.01,-0.00
-0.09,-0.02,0.01,0.00
-0.09,-0.02,0.00,0.00
-0.09,-0.02,0.01,-0.00
-0.10,-0.02,0.01,-0.00
-0.10,-0.02,0.01,0.00
-0.10,-0.02,0.01,-0.01
-0.10,-0.02,0.01,-0.00
-0.10,-0.02,0.00,-0.00
-0.11,-0.02,0.01,0.00
-0.11,-0.02,0.00,-0.00
-0.11,-0.02,0.01,-0.00
-0.11,-0.01,0.00,0.00
-0.11,-0.02,0.01,-0.01
-0.11,-0.02,0.01,0.00
-0.11,-0.02,0.00,-0.00
-0.11,-0.02,0.01,0.00
-0.11,-0.02,0.01,0.00
-0.11,-0.02,0.01,-0.00
-0.11,-0.02,0.00,-0.00
-0.13,-0.02,0.01,-0.01
-0.13,-0.01,0.01,0.00
-0.13,-0.02,0.01,-0.00
-0.13,-0.02,0.01,0.00
-0.13,-0.02,-0.00,0.00
-0.13,-0.02,0.01,-0.00
-0.11,-0.02,0.01,-0.00
-0.11,-0.02,0.00,-0.00
-0.11,-0.02,0.01,0.00
-0.11,-0.02,0.01,-0.00
-0.11,-0.02,0.01,-0.00
-0.11,-0.02,0.01,-0.00
-0.11,-0.02,0.01,0.00
-0.11,-0.02,0.01,-0.00
-0.11,-0.01,0.00,-0.00
-0.10,-0.02,-0.00,0.00
-0.10,-0.02,0.01,0.00
-0.10,-0.02,0.01,-0.00
-0.10,-0.02,0.01,-0.00
-0.10,-0.02,0.01,-0.00
-0.10,-0.02,0.01,0.00
-0.11,-0.02,0.01,-0.00
-0.11,-0.02,0.01,0.00
-0.14,-0.02,0.00,0.00
-0.14,-0.02,0.00,-0.00
-0.10,-0.02,0.01,0.00
-0.10,-0.02,0.00,0.00
-0.10,-0.02,0.01,-0.00
-0.10,-0.02,0.01,0.00
-0.10,-0.02,0.00,0.00
-0.09,-0.01,0.01,-0.00
-0.09,-0.02,0.01,0.00
-0.12,-0.02,0.01,0.00
-0.12,-0.02,0.01,0.01
-0.14,-0.02,0.00,-0.00
-0.14,-0.01,0.01,0.00
-0.09,-0.02,0.01,0.00
-0.09,-0.02,0.00,0.00
-0.11,-0.01,0.00,-0.00
-0.11,-0.02,0.01,-0.00
-0.07,-0.01,0.01,-0.00
-0.07,-0.02,0.01,-0.00
-0.07,-0.02,0.00,0.00
-0.10,-0.01,0.00,-0.00
-0.10,-0.02,0.01,0.00
-0.06,-0.01,0.01,0.00
-0.06,-0.02,0.01,0.00
-0.11,-0.02,0.01,-0.01
-0.11,-0.02,0.01,0.00
-0.12,-0.01,0.01,0.00
-0.12,-0.02,-0.00,-0.00
-0.12,-0.02,0.00,-0.00
-0.12,-0.02,0.01,-0.00
-0.09,-0.02,0.01,0.00
-0.09,-0.01,0.00,0.01
-0.06,-0.02,0.01,0.00
-0.06,-0.02,0.00,-0.00
-0.06,-0.02,0.01,0.00
-0.06,-0.02,0.01,0.00
-0.06,-0.02,0.01,-0.00
-0.10,-0.02,0.01,-0.01
-0.10,-0.02,0.01,0.00
-0.10,-0.02,0.01,-0.00
-0.10,-0.02,0.01,-0.00
-0.11,-0.02,0.01,-0.00
-0.11,-0.02,0.00,-0.00
-0.11,-0.02,0.01,-0.00
-0.11,-0.02,0.00,0.01
-0.10,-0.02,0.01,0.00
-0.10,-0.02,0.01,0.00
-0.10,-0.02,0.00,0.00
-0.10,-0.01,0.01,-0.00
-0.10,-0.02,0.01,0.00
-0.10,-0.02,0.01,-0.00
-0.10,-0.02,0.01,-0.00
-0.06,-0.02,0.01,0.00
-0.06,-0.02,0.00,0.00
-0.07,-0.02,0.00,-0.01
-0.07,-0.02,0.00,-0.00
-0.12,-0.02,0.00,0.00
-0.12,-0.02,0.01,-0.01
-0.09,-0.01,0.01,-0.00
-0.09,-0.02,0.01,-0.01
-0.09,-0.02,0.00,-0.00
-0.09,-0.02,0.01,-0.00
-0.09,-0.01,0.01,-0.00
-0.10,-0.02,0.01,0.00
-0.10,-0.02,0.01,-0.00
-0.10,-0.02,0.01,0.00
-0.10,-0.02,0.00,0.00
-0.10,-0.02,0.00,-0.00
-0.10,-0.02,0.02,0.00
-0.10,-0.02,0.01,-0.00
-0.10,-0.01,0.00,0.00
-0.11,-0.02,0.01,0.00
-0.11,-0.02,0.01,-0.00
-0.13,-0.02,0.00,0.00
-0.13,-0.02,0.01,0.00
-0.13,-0.01,0.01,0.00
-0.13,-0.02,0.00,-0.00
-0.13,-0.02,0.01,0.00
-0.13,-0.02,-0.00,-0.00
-0.13,-0.02,0.01,0.00
-0.14,-0.02,0.01,0.00
-0.14,-0.02,0.00,0.00
-0.15,-0.02,0.00,0.00
-0.15,-0.02,0.00,-0.00
-0.17,-0.01,0.01,-0.00
-0.17,-0.02,0.00,-0.00
-0.18,-0.02,0.01,-0.00
-0.18,-0.01,0.00,-0.00
-0.18,-0.02,0.01,0.00
-0.18,-0.02,0.00,-0.00
-0.18,-0.01,0.00,0.00
-0.18,-0.02,0.00,-0.00
-0.18,-0.02,0.01,-0.00
-0.18,-0.02,0.00,-0.00
-0.18,-0.02,0.01,0.00
-0.18,-0.02,0.01,-0.01
-0.18,-0.02,0.01,-0.00
-0.17,-0.02,0.00,0.00
-0.17,-0.02,0.01,0.00
-0.18,-0.01,0.00,-0.00
-0.18,-0.02,0.01,-0.00
-0.18,-0.02,0.00,-0.00
-0.18,-0.02,0.01,-0.01
-0.18,-0.02,-0.00,0.00
-0.19,-0.02,0.00,0.00
-0.19,-0.01,0.01,0.00
-0.19,-0.01,0.01,0.00
-0.19,-0.02,0.01,-0.00
-0.19,-0.02,0.00,-0.00
-0.19,-0.02,0.01,-0.00
-0.21,-0.01,0.01,-0.00
-0.21,-0.02,0.01,0.00
-0.22,-0.02,0.01,-0.00
-0.22,-0.02,0.01,-0.00
-0.23,-0.01,0.01,-0.01
-0.23,-0.02,-0.00,0.00
-0.25,-0.27,-0.24,-0.01
-0.25,0.03,0.11,-0.05
-0.25,-0.00,0.10,0.01
-0.25,0.01,-0.02,0.04
-0.25,-0.01,0.03,0.01
-0.26,-0.00,0.02,-0.01
-0.26,-0.00,0.02,0.01
-0.27,-0.03,-0.03,-0.01
-0.27,0.02,0.01,-0.01
-0.27,0.02,0.05,0.02
-0.27,-0.05,0.00,-0.00
-0.29,-0.07,0.04,0.01
-0.29,-0.02,0.03,0.06
-0.29,-0.01,0.07,0.08
-0.29,-0.06,-0.04,0.06
-0.29,-0.07,-0.02,0.04
-0.29,-0.06,0.01,0.02
-0.29,-0.06,-0.03,0.04
-0.29,-0.02,-0.01,0.03
-0.29,-0.05,0.01,0.04
-0.27,-0.03,0.03,0.04
-0.27,-0.02,0.02,-0.04
-0.26,-0.00,-0.00,-0.07
-0.26,-0.01,0.02,-0.01
-0.26,-0.02,0.01,-0.02
-0.26,0.01,-0.02,-0.08
-0.26,0.05,0.09,-0.04
-0.26,0.03,0.06,0.04
-0.21,0.03,0.05,0.04
-0.21,-0.03,0.02,-0.02
-0.21,-0.07,0.01,-0.01
-0.25,-0.08,-0.02,0.05
-0.25,-0.05,-0.03,0.13
-0.25,-0.03,-0.02,0.19
-0.25,-0.02,0.00,0.18
-0.25,0.01,-0.01,0.11
-0.25,-0.02,-0.01,0.03
-0.23,-0.02,0.03,-0.01
-0.23,0.00,0.06,0.01
-0.23,0.02,0.09,0.07
-0.23,0.02,0.06,0.15
-0.23,0.02,0.03,0.16
-0.23,0.02,-0.01,0.11
-0.23,-0.00,-0.03,0.08
-0.23,-0.02,-0.05,0.06
-0.23,-0.03,-0.07,0.10
-0.20,-0.03,-0.06,0.11
-0.20,-0.03,-0.05,0.12
-0.20,-0.04,-0.05,0.15
-0.20,-0.03,-0.06,0.12
-0.23,-0.03,-0.03,0.07
-0.23,-0.04,-0.03,0.04
-0.25,-0.03,-0.00,0.04
-0.25,-0.03,0.03,0.07
-0.25,-0.02,0.02,0.11
